"Step","VeryHighPen-DR3 - rollout/ep_rew_mean","VeryHighPen-DR3 - rollout/ep_rew_mean__MIN","VeryHighPen-DR3 - rollout/ep_rew_mean__MAX","MedPen-HoleNoise - rollout/ep_rew_mean","MedPen-HoleNoise - rollout/ep_rew_mean__MIN","MedPen-HoleNoise - rollout/ep_rew_mean__MAX"
"30","8.946898460388184","8.946898460388184","8.946898460388184","92.55371856689453","92.55371856689453","92.55371856689453"
"31","32.750648498535156","32.750648498535156","32.750648498535156","91.58682250976562","91.58682250976562","91.58682250976562"
"32","34.54290008544922","34.54290008544922","34.54290008544922","91.58682250976562","91.58682250976562","91.58682250976562"
"33","35.244384765625","35.244384765625","35.244384765625","91.58682250976562","91.58682250976562","91.58682250976562"
"34","36.307350158691406","36.307350158691406","36.307350158691406","89.59441375732422","89.59441375732422","89.59441375732422"
"35","27.394508361816406","27.394508361816406","27.394508361816406","121.85505676269531","121.85505676269531","121.85505676269531"
"36","32.53919982910156","32.53919982910156","32.53919982910156","121.85505676269531","121.85505676269531","121.85505676269531"
"37","32.53919982910156","32.53919982910156","32.53919982910156","121.85505676269531","121.85505676269531","121.85505676269531"
"38","29.581178665161133","29.581178665161133","29.581178665161133","119.44019317626953","119.44019317626953","119.44019317626953"
"39","50.508995056152344","50.508995056152344","50.508995056152344","77.59121704101562","77.59121704101562","77.59121704101562"
"40","56.47456359863281","56.47456359863281","56.47456359863281","77.59121704101562","77.59121704101562","77.59121704101562"
"41","56.47456359863281","56.47456359863281","56.47456359863281","74.6922836303711","74.6922836303711","74.6922836303711"
"42","43.40787887573242","43.40787887573242","43.40787887573242","118.37139129638672","118.37139129638672","118.37139129638672"
"43","43.67789077758789","43.67789077758789","43.67789077758789","118.37139129638672","118.37139129638672","118.37139129638672"
"44","43.67070007324219","43.67070007324219","43.67070007324219","118.37139129638672","118.37139129638672","118.37139129638672"
"45","43.969661712646484","43.969661712646484","43.969661712646484","120.71857452392578","120.71857452392578","120.71857452392578"
"46","5.986240863800049","5.986240863800049","5.986240863800049","114.29486846923828","114.29486846923828","114.29486846923828"
"47","9.567105293273926","9.567105293273926","9.567105293273926","114.29486846923828","114.29486846923828","114.29486846923828"
"48","7.1487321853637695","7.1487321853637695","7.1487321853637695","114.29486846923828","114.29486846923828","114.29486846923828"
"49","3.1018714904785156","3.1018714904785156","3.1018714904785156","114.30615234375","114.30615234375","114.30615234375"
"50","39.93497848510742","39.93497848510742","39.93497848510742","114.83856964111328","114.83856964111328","114.83856964111328"
"51","36.90713882446289","36.90713882446289","36.90713882446289","114.83856964111328","114.83856964111328","114.83856964111328"
"52","37.86868667602539","37.86868667602539","37.86868667602539","114.83856964111328","114.83856964111328","114.83856964111328"
"53","37.093910217285156","37.093910217285156","37.093910217285156","116.39796447753906","116.39796447753906","116.39796447753906"
"54","38.319461822509766","38.319461822509766","38.319461822509766","125.1781234741211","125.1781234741211","125.1781234741211"
"55","28.491010665893555","28.491010665893555","28.491010665893555","125.1781234741211","125.1781234741211","125.1781234741211"
"56","31.615327835083008","31.615327835083008","31.615327835083008","125.1781234741211","125.1781234741211","125.1781234741211"
"57","29.105533599853516","29.105533599853516","29.105533599853516","125.1789321899414","125.1789321899414","125.1789321899414"
"58","35.3362922668457","35.3362922668457","35.3362922668457","92.75196075439453","92.75196075439453","92.75196075439453"
"59","30.73735809326172","30.73735809326172","30.73735809326172","92.75196075439453","92.75196075439453","92.75196075439453"
"60","32.55774688720703","32.55774688720703","32.55774688720703","92.75196075439453","92.75196075439453","92.75196075439453"
"61","59.10500717163086","59.10500717163086","59.10500717163086","92.72926330566406","92.72926330566406","92.72926330566406"
"62","56.53499221801758","56.53499221801758","56.53499221801758","105.5738754272461","105.5738754272461","105.5738754272461"
"63","51.344295501708984","51.344295501708984","51.344295501708984","105.5738754272461","105.5738754272461","105.5738754272461"
"64","60.32597351074219","60.32597351074219","60.32597351074219","105.5738754272461","105.5738754272461","105.5738754272461"
"65","327.8968811035156","327.8968811035156","327.8968811035156","109.49817657470703","109.49817657470703","109.49817657470703"
"66","24.16559600830078","24.16559600830078","24.16559600830078","104.32328796386719","104.32328796386719","104.32328796386719"
"67","29.383493423461914","29.383493423461914","29.383493423461914","104.32328796386719","104.32328796386719","104.32328796386719"
"68","65.7495346069336","65.7495346069336","65.7495346069336","104.32328796386719","104.32328796386719","104.32328796386719"
"69","155.84629821777344","155.84629821777344","155.84629821777344","102.32151794433594","102.32151794433594","102.32151794433594"
"70","22.764938354492188","22.764938354492188","22.764938354492188","150.1362762451172","150.1362762451172","150.1362762451172"
"71","64.52716064453125","64.52716064453125","64.52716064453125","150.1362762451172","150.1362762451172","150.1362762451172"
"72","237.4105987548828","237.4105987548828","237.4105987548828","149.1543731689453","149.1543731689453","149.1543731689453"
"73","92.07693481445312","92.07693481445312","92.07693481445312","68.9312744140625","68.9312744140625","68.9312744140625"
"74","15.847643852233887","15.847643852233887","15.847643852233887","127.1927261352539","127.1927261352539","127.1927261352539"
"75","129.86412048339844","129.86412048339844","129.86412048339844","127.1927261352539","127.1927261352539","127.1927261352539"
"76","66.4417724609375","66.4417724609375","66.4417724609375","120.9801254272461","120.9801254272461","120.9801254272461"
"77","45.32206344604492","45.32206344604492","45.32206344604492","110.17919921875","110.17919921875","110.17919921875"
"78","116.29044342041016","116.29044342041016","116.29044342041016","152.0096435546875","152.0096435546875","152.0096435546875"
"79","86.65241241455078","86.65241241455078","86.65241241455078","152.0096435546875","152.0096435546875","152.0096435546875"
"80","52.89906692504883","52.89906692504883","52.89906692504883","150.94668579101562","150.94668579101562","150.94668579101562"
"81","45.754981994628906","45.754981994628906","45.754981994628906","116.627685546875","116.627685546875","116.627685546875"
"82","68.43035888671875","68.43035888671875","68.43035888671875","150.73582458496094","150.73582458496094","150.73582458496094"
"83","57.37602996826172","57.37602996826172","57.37602996826172","150.73582458496094","150.73582458496094","150.73582458496094"
"84","40.8127555847168","40.8127555847168","40.8127555847168","144.04791259765625","144.04791259765625","144.04791259765625"
"85","45.852806091308594","45.852806091308594","45.852806091308594","152.64187622070312","152.64187622070312","152.64187622070312"
"86","42.43918991088867","42.43918991088867","42.43918991088867","152.64187622070312","152.64187622070312","152.64187622070312"
"87","30.32689094543457","30.32689094543457","30.32689094543457","152.64187622070312","152.64187622070312","152.64187622070312"
"88","67.78213500976562","67.78213500976562","67.78213500976562","156.34823608398438","156.34823608398438","156.34823608398438"
"89","46.99634552001953","46.99634552001953","46.99634552001953","172.8881072998047","172.8881072998047","172.8881072998047"
"90","67.18122100830078","67.18122100830078","67.18122100830078","172.8881072998047","172.8881072998047","172.8881072998047"
"91","59.23041915893555","59.23041915893555","59.23041915893555","172.41604614257812","172.41604614257812","172.41604614257812"
"92","54.706119537353516","54.706119537353516","54.706119537353516","151.4251708984375","151.4251708984375","151.4251708984375"
"93","67.67134857177734","67.67134857177734","67.67134857177734","182.82530212402344","182.82530212402344","182.82530212402344"
"94","45.397483825683594","45.397483825683594","45.397483825683594","182.82530212402344","182.82530212402344","182.82530212402344"
"95","46.03266143798828","46.03266143798828","46.03266143798828","174.39927673339844","174.39927673339844","174.39927673339844"
"96","21.090343475341797","21.090343475341797","21.090343475341797","234.2994842529297","234.2994842529297","234.2994842529297"
"97","22.466951370239258","22.466951370239258","22.466951370239258","142.81382751464844","142.81382751464844","142.81382751464844"
"98","41.70713806152344","41.70713806152344","41.70713806152344","142.81382751464844","142.81382751464844","142.81382751464844"
"99","47.61262130737305","47.61262130737305","47.61262130737305","189.3936309814453","189.3936309814453","189.3936309814453"
"100","35.534446716308594","35.534446716308594","35.534446716308594","422.373779296875","422.373779296875","422.373779296875"
"101","52.67855453491211","52.67855453491211","52.67855453491211","72.68999481201172","72.68999481201172","72.68999481201172"
"102","60.53570556640625","60.53570556640625","60.53570556640625","101.35797119140625","101.35797119140625","101.35797119140625"
"103","46.608917236328125","46.608917236328125","46.608917236328125","344.4588317871094","344.4588317871094","344.4588317871094"
"104","42.66851806640625","42.66851806640625","42.66851806640625","272.4787292480469","272.4787292480469","272.4787292480469"
"105","36.78108215332031","36.78108215332031","36.78108215332031","113.2625503540039","113.2625503540039","113.2625503540039"
"106","45.28787612915039","45.28787612915039","45.28787612915039","288.1065673828125","288.1065673828125","288.1065673828125"
"107","45.06254959106445","45.06254959106445","45.06254959106445","277.3309020996094","277.3309020996094","277.3309020996094"
"108","53.689998626708984","53.689998626708984","53.689998626708984","137.10028076171875","137.10028076171875","137.10028076171875"
"109","36.221900939941406","36.221900939941406","36.221900939941406","194.67616271972656","194.67616271972656","194.67616271972656"
"110","63.70426940917969","63.70426940917969","63.70426940917969","268.4169921875","268.4169921875","268.4169921875"
"111","46.8478889465332","46.8478889465332","46.8478889465332","203.20579528808594","203.20579528808594","203.20579528808594"
"112","44.988651275634766","44.988651275634766","44.988651275634766","144.97689819335938","144.97689819335938","144.97689819335938"
"113","42.29348373413086","42.29348373413086","42.29348373413086","252.32730102539062","252.32730102539062","252.32730102539062"
"114","47.52338790893555","47.52338790893555","47.52338790893555","192.22901916503906","192.22901916503906","192.22901916503906"
"115","19.605365753173828","19.605365753173828","19.605365753173828","133.9110107421875","133.9110107421875","133.9110107421875"
"116","43.72913360595703","43.72913360595703","43.72913360595703","135.1337127685547","135.1337127685547","135.1337127685547"
"117","39.5716667175293","39.5716667175293","39.5716667175293","216.70530700683594","216.70530700683594","216.70530700683594"
"118","40.18897247314453","40.18897247314453","40.18897247314453","156.0060577392578","156.0060577392578","156.0060577392578"
"119","43.06218338012695","43.06218338012695","43.06218338012695","165.4523468017578","165.4523468017578","165.4523468017578"
"120","41.208900451660156","41.208900451660156","41.208900451660156","176.58676147460938","176.58676147460938","176.58676147460938"
"121","53.614173889160156","53.614173889160156","53.614173889160156","207.76304626464844","207.76304626464844","207.76304626464844"
"122","56.372161865234375","56.372161865234375","56.372161865234375","138.44711303710938","138.44711303710938","138.44711303710938"
"123","47.12858581542969","47.12858581542969","47.12858581542969","151.52455139160156","151.52455139160156","151.52455139160156"
"124","47.3082275390625","47.3082275390625","47.3082275390625","56.88216018676758","56.88216018676758","56.88216018676758"
"125","62.93846893310547","62.93846893310547","62.93846893310547","152.06483459472656","152.06483459472656","152.06483459472656"
"126","53.96946334838867","53.96946334838867","53.96946334838867","133.3838653564453","133.3838653564453","133.3838653564453"
"127","48.334449768066406","48.334449768066406","48.334449768066406","152.22628784179688","152.22628784179688","152.22628784179688"
"128","43.07722091674805","43.07722091674805","43.07722091674805","120.92658233642578","120.92658233642578","120.92658233642578"
"129","26.815858840942383","26.815858840942383","26.815858840942383","135.19937133789062","135.19937133789062","135.19937133789062"
"130","44.113616943359375","44.113616943359375","44.113616943359375","129.0987091064453","129.0987091064453","129.0987091064453"
"131","37.49645233154297","37.49645233154297","37.49645233154297","158.89547729492188","158.89547729492188","158.89547729492188"
"132","34.0726203918457","34.0726203918457","34.0726203918457","119.49000549316406","119.49000549316406","119.49000549316406"
"133","27.515535354614258","27.515535354614258","27.515535354614258","151.03335571289062","151.03335571289062","151.03335571289062"
"134","32.19382095336914","32.19382095336914","32.19382095336914","83.54821014404297","83.54821014404297","83.54821014404297"
"135","47.48293685913086","47.48293685913086","47.48293685913086","133.62484741210938","133.62484741210938","133.62484741210938"
"136","25.047157287597656","25.047157287597656","25.047157287597656","118.21614837646484","118.21614837646484","118.21614837646484"
"137","19.829206466674805","19.829206466674805","19.829206466674805","128.62490844726562","128.62490844726562","128.62490844726562"
"138","30.48697853088379","30.48697853088379","30.48697853088379","131.98220825195312","131.98220825195312","131.98220825195312"
"139","39.0438232421875","39.0438232421875","39.0438232421875","121.11650085449219","121.11650085449219","121.11650085449219"
"140","32.87931442260742","32.87931442260742","32.87931442260742","138.71981811523438","138.71981811523438","138.71981811523438"
"141","31.196874618530273","31.196874618530273","31.196874618530273","136.21629333496094","136.21629333496094","136.21629333496094"
"142","26.26419448852539","26.26419448852539","26.26419448852539","133.2237548828125","133.2237548828125","133.2237548828125"
"143","46.03908920288086","46.03908920288086","46.03908920288086","144.64968872070312","144.64968872070312","144.64968872070312"
"144","39.09359359741211","39.09359359741211","39.09359359741211","111.90282440185547","111.90282440185547","111.90282440185547"
"145","30.09248924255371","30.09248924255371","30.09248924255371","105.4923095703125","105.4923095703125","105.4923095703125"
"146","41.904563903808594","41.904563903808594","41.904563903808594","133.8006134033203","133.8006134033203","133.8006134033203"
"147","41.985042572021484","41.985042572021484","41.985042572021484","140.0718536376953","140.0718536376953","140.0718536376953"
"148","25.55841064453125","25.55841064453125","25.55841064453125","116.68912506103516","116.68912506103516","116.68912506103516"
"149","57.89291763305664","57.89291763305664","57.89291763305664","140.25057983398438","140.25057983398438","140.25057983398438"
"150","27.51460838317871","27.51460838317871","27.51460838317871","90.99087524414062","90.99087524414062","90.99087524414062"
"151","30.356365203857422","30.356365203857422","30.356365203857422","130.63052368164062","130.63052368164062","130.63052368164062"
"152","39.76026153564453","39.76026153564453","39.76026153564453","119.5005874633789","119.5005874633789","119.5005874633789"
"153","48.394832611083984","48.394832611083984","48.394832611083984","124.38153839111328","124.38153839111328","124.38153839111328"
"154","40.91944122314453","40.91944122314453","40.91944122314453","121.45563507080078","121.45563507080078","121.45563507080078"
"155","34.423362731933594","34.423362731933594","34.423362731933594","134.5362091064453","134.5362091064453","134.5362091064453"
"156","15.510261535644531","15.510261535644531","15.510261535644531","123.84857177734375","123.84857177734375","123.84857177734375"
"157","31.0106143951416","31.0106143951416","31.0106143951416","107.89493560791016","107.89493560791016","107.89493560791016"
"158","34.315452575683594","34.315452575683594","34.315452575683594","117.13915252685547","117.13915252685547","117.13915252685547"
"159","34.1714973449707","34.1714973449707","34.1714973449707","93.3968505859375","93.3968505859375","93.3968505859375"
"160","40.61082077026367","40.61082077026367","40.61082077026367","137.91111755371094","137.91111755371094","137.91111755371094"
"161","43.88877487182617","43.88877487182617","43.88877487182617","89.8222427368164","89.8222427368164","89.8222427368164"
"162","37.111942291259766","37.111942291259766","37.111942291259766","103.1690673828125","103.1690673828125","103.1690673828125"
"163","36.657466888427734","36.657466888427734","36.657466888427734","115.86406707763672","115.86406707763672","115.86406707763672"
"164","43.73979949951172","43.73979949951172","43.73979949951172","100.48709869384766","100.48709869384766","100.48709869384766"
"165","25.13726043701172","25.13726043701172","25.13726043701172","108.47837829589844","108.47837829589844","108.47837829589844"
"166","22.13864517211914","22.13864517211914","22.13864517211914","87.17442321777344","87.17442321777344","87.17442321777344"
"167","23.395170211791992","23.395170211791992","23.395170211791992","109.73280334472656","109.73280334472656","109.73280334472656"
"168","34.21504592895508","34.21504592895508","34.21504592895508","88.54785919189453","88.54785919189453","88.54785919189453"
"169","33.12114715576172","33.12114715576172","33.12114715576172","108.46485137939453","108.46485137939453","108.46485137939453"
"170","38.18360900878906","38.18360900878906","38.18360900878906","96.76905822753906","96.76905822753906","96.76905822753906"
"171","48.76226043701172","48.76226043701172","48.76226043701172","116.59760284423828","116.59760284423828","116.59760284423828"
"172","34.89509201049805","34.89509201049805","34.89509201049805","92.515869140625","92.515869140625","92.515869140625"
"173","24.701160430908203","24.701160430908203","24.701160430908203","106.83245849609375","106.83245849609375","106.83245849609375"
"174","30.13146209716797","30.13146209716797","30.13146209716797","90.90914916992188","90.90914916992188","90.90914916992188"
"175","25.264745712280273","25.264745712280273","25.264745712280273","92.4202880859375","92.4202880859375","92.4202880859375"
"176","41.689964294433594","41.689964294433594","41.689964294433594","85.97917175292969","85.97917175292969","85.97917175292969"
"177","31.38921546936035","31.38921546936035","31.38921546936035","97.09093475341797","97.09093475341797","97.09093475341797"
"178","40.7896842956543","40.7896842956543","40.7896842956543","93.67208862304688","93.67208862304688","93.67208862304688"
"179","49.333984375","49.333984375","49.333984375","96.24970245361328","96.24970245361328","96.24970245361328"
"180","33.1778450012207","33.1778450012207","33.1778450012207","85.606201171875","85.606201171875","85.606201171875"
"181","32.16929626464844","32.16929626464844","32.16929626464844","101.1800308227539","101.1800308227539","101.1800308227539"
"182","34.7956428527832","34.7956428527832","34.7956428527832","109.07117462158203","109.07117462158203","109.07117462158203"
"183","43.9774284362793","43.9774284362793","43.9774284362793","121.3956527709961","121.3956527709961","121.3956527709961"
"184","15.975543022155762","15.975543022155762","15.975543022155762","72.18452453613281","72.18452453613281","72.18452453613281"
"185","30.039278030395508","30.039278030395508","30.039278030395508","82.17906951904297","82.17906951904297","82.17906951904297"
"186","35.74354934692383","35.74354934692383","35.74354934692383","98.90814971923828","98.90814971923828","98.90814971923828"
"187","48.92994689941406","48.92994689941406","48.92994689941406","96.3267593383789","96.3267593383789","96.3267593383789"
"188","45.2370491027832","45.2370491027832","45.2370491027832","96.20809173583984","96.20809173583984","96.20809173583984"
"189","43.96053695678711","43.96053695678711","43.96053695678711","67.07731628417969","67.07731628417969","67.07731628417969"
"190","32.71183776855469","32.71183776855469","32.71183776855469","95.31397247314453","95.31397247314453","95.31397247314453"
"191","41.73324966430664","41.73324966430664","41.73324966430664","76.69880676269531","76.69880676269531","76.69880676269531"
"192","35.289634704589844","35.289634704589844","35.289634704589844","99.1458511352539","99.1458511352539","99.1458511352539"
"193","31.863842010498047","31.863842010498047","31.863842010498047","91.14844512939453","91.14844512939453","91.14844512939453"
"194","42.97821044921875","42.97821044921875","42.97821044921875","82.30403137207031","82.30403137207031","82.30403137207031"
"195","43.226993560791016","43.226993560791016","43.226993560791016","76.51830291748047","76.51830291748047","76.51830291748047"
"196","20.71151351928711","20.71151351928711","20.71151351928711","78.01045989990234","78.01045989990234","78.01045989990234"
"197","33.67002868652344","33.67002868652344","33.67002868652344","65.45924377441406","65.45924377441406","65.45924377441406"
"198","29.727136611938477","29.727136611938477","29.727136611938477","81.03333282470703","81.03333282470703","81.03333282470703"
"199","28.39542007446289","28.39542007446289","28.39542007446289","98.09466552734375","98.09466552734375","98.09466552734375"
"200","31.48117446899414","31.48117446899414","31.48117446899414","86.0075912475586","86.0075912475586","86.0075912475586"
"201","40.994712829589844","40.994712829589844","40.994712829589844","87.85638427734375","87.85638427734375","87.85638427734375"
"202","34.1801872253418","34.1801872253418","34.1801872253418","94.73466491699219","94.73466491699219","94.73466491699219"
"203","52.86335372924805","52.86335372924805","52.86335372924805","77.57084655761719","77.57084655761719","77.57084655761719"
"204","54.22957229614258","54.22957229614258","54.22957229614258","76.93323516845703","76.93323516845703","76.93323516845703"
"205","28.434223175048828","28.434223175048828","28.434223175048828","70.17798614501953","70.17798614501953","70.17798614501953"
"206","48.62215805053711","48.62215805053711","48.62215805053711","74.59723663330078","74.59723663330078","74.59723663330078"
"207","42.187129974365234","42.187129974365234","42.187129974365234","67.47337341308594","67.47337341308594","67.47337341308594"
"208","28.17197608947754","28.17197608947754","28.17197608947754","71.29793548583984","71.29793548583984","71.29793548583984"
"209","39.422489166259766","39.422489166259766","39.422489166259766","67.77037048339844","67.77037048339844","67.77037048339844"
"210","39.74673843383789","39.74673843383789","39.74673843383789","62.025943756103516","62.025943756103516","62.025943756103516"
"211","47.54985427856445","47.54985427856445","47.54985427856445","80.85879516601562","80.85879516601562","80.85879516601562"
"212","36.96653366088867","36.96653366088867","36.96653366088867","55.500370025634766","55.500370025634766","55.500370025634766"
"213","47.43204879760742","47.43204879760742","47.43204879760742","55.29558181762695","55.29558181762695","55.29558181762695"
"214","37.1672477722168","37.1672477722168","37.1672477722168","50.11727523803711","50.11727523803711","50.11727523803711"
"215","42.482635498046875","42.482635498046875","42.482635498046875","45.66529846191406","45.66529846191406","45.66529846191406"
"216","34.19023895263672","34.19023895263672","34.19023895263672","50.57996368408203","50.57996368408203","50.57996368408203"
"217","24.484237670898438","24.484237670898438","24.484237670898438","46.676700592041016","46.676700592041016","46.676700592041016"
"218","40.59565353393555","40.59565353393555","40.59565353393555","64.28535461425781","64.28535461425781","64.28535461425781"
"219","40.53058624267578","40.53058624267578","40.53058624267578","61.66537094116211","61.66537094116211","61.66537094116211"
"220","48.734596252441406","48.734596252441406","48.734596252441406","57.04289627075195","57.04289627075195","57.04289627075195"
"221","43.77090835571289","43.77090835571289","43.77090835571289","45.2818717956543","45.2818717956543","45.2818717956543"
"222","35.5477409362793","35.5477409362793","35.5477409362793","45.748287200927734","45.748287200927734","45.748287200927734"
"223","21.164899826049805","21.164899826049805","21.164899826049805","54.789695739746094","54.789695739746094","54.789695739746094"
"224","46.73070526123047","46.73070526123047","46.73070526123047","54.62846374511719","54.62846374511719","54.62846374511719"
"225","36.14297866821289","36.14297866821289","36.14297866821289","32.80781936645508","32.80781936645508","32.80781936645508"
"226","41.761051177978516","41.761051177978516","41.761051177978516","36.43081283569336","36.43081283569336","36.43081283569336"
"227","38.047698974609375","38.047698974609375","38.047698974609375","57.10076141357422","57.10076141357422","57.10076141357422"
"228","34.3745231628418","34.3745231628418","34.3745231628418","38.26851272583008","38.26851272583008","38.26851272583008"
"229","31.535078048706055","31.535078048706055","31.535078048706055","51.36956024169922","51.36956024169922","51.36956024169922"
"230","37.02995681762695","37.02995681762695","37.02995681762695","43.89501953125","43.89501953125","43.89501953125"
"231","41.3991584777832","41.3991584777832","41.3991584777832","46.60649871826172","46.60649871826172","46.60649871826172"
"232","49.09193801879883","49.09193801879883","49.09193801879883","30.471065521240234","30.471065521240234","30.471065521240234"
"233","43.143287658691406","43.143287658691406","43.143287658691406","44.93557357788086","44.93557357788086","44.93557357788086"
"234","35.51774597167969","35.51774597167969","35.51774597167969","52.0909423828125","52.0909423828125","52.0909423828125"
"235","30.864383697509766","30.864383697509766","30.864383697509766","57.13421630859375","57.13421630859375","57.13421630859375"
"236","43.471134185791016","43.471134185791016","43.471134185791016","49.547969818115234","49.547969818115234","49.547969818115234"
"237","34.79210662841797","34.79210662841797","34.79210662841797","54.8428955078125","54.8428955078125","54.8428955078125"
"238","43.33270263671875","43.33270263671875","43.33270263671875","40.36775207519531","40.36775207519531","40.36775207519531"
"239","34.25908660888672","34.25908660888672","34.25908660888672","40.914730072021484","40.914730072021484","40.914730072021484"
"240","33.82655715942383","33.82655715942383","33.82655715942383","49.54640579223633","49.54640579223633","49.54640579223633"
"241","33.32109832763672","33.32109832763672","33.32109832763672","40.33631134033203","40.33631134033203","40.33631134033203"
"242","37.94206237792969","37.94206237792969","37.94206237792969","24.61359214782715","24.61359214782715","24.61359214782715"
"243","33.91021728515625","33.91021728515625","33.91021728515625","34.874900817871094","34.874900817871094","34.874900817871094"
"244","33.9745979309082","33.9745979309082","33.9745979309082","52.89980697631836","52.89980697631836","52.89980697631836"
"245","49.031455993652344","49.031455993652344","49.031455993652344","53.380859375","53.380859375","53.380859375"
"246","39.623504638671875","39.623504638671875","39.623504638671875","42.793251037597656","42.793251037597656","42.793251037597656"
"247","22.11029052734375","22.11029052734375","22.11029052734375","43.496002197265625","43.496002197265625","43.496002197265625"
"248","29.72086524963379","29.72086524963379","29.72086524963379","58.16471481323242","58.16471481323242","58.16471481323242"
"249","27.801572799682617","27.801572799682617","27.801572799682617","35.11057662963867","35.11057662963867","35.11057662963867"
"250","32.346614837646484","32.346614837646484","32.346614837646484","43.24977493286133","43.24977493286133","43.24977493286133"
"251","37.22737503051758","37.22737503051758","37.22737503051758","36.08293914794922","36.08293914794922","36.08293914794922"
"252","31.441692352294922","31.441692352294922","31.441692352294922","41.744022369384766","41.744022369384766","41.744022369384766"
"253","29.62990951538086","29.62990951538086","29.62990951538086","43.898468017578125","43.898468017578125","43.898468017578125"
"254","30.222761154174805","30.222761154174805","30.222761154174805","48.92607879638672","48.92607879638672","48.92607879638672"
"255","27.45822525024414","27.45822525024414","27.45822525024414","47.8663330078125","47.8663330078125","47.8663330078125"
"256","47.31315612792969","47.31315612792969","47.31315612792969","58.73586654663086","58.73586654663086","58.73586654663086"
"257","30.615604400634766","30.615604400634766","30.615604400634766","54.965877532958984","54.965877532958984","54.965877532958984"
"258","21.764007568359375","21.764007568359375","21.764007568359375","40.95058059692383","40.95058059692383","40.95058059692383"
"259","44.702877044677734","44.702877044677734","44.702877044677734","61.60182189941406","61.60182189941406","61.60182189941406"
"260","35.61531066894531","35.61531066894531","35.61531066894531","39.39572525024414","39.39572525024414","39.39572525024414"
"261","40.2258415222168","40.2258415222168","40.2258415222168","58.30592727661133","58.30592727661133","58.30592727661133"
"262","37.97381591796875","37.97381591796875","37.97381591796875","36.15659713745117","36.15659713745117","36.15659713745117"
