timestep,tcp_position_0,tcp_position_1,tcp_position_2,wrench_0,wrench_1,wrench_2,wrench_3,wrench_4,wrench_5,hole_position_0,hole_position_1,hole_position_2,actions_0,actions_1,actions_2
0,-0.537792444229126,0.3055521845817566,0.07044349610805511,-0.03311239928007126,-0.022264108061790466,-0.07067933678627014,-0.014813080430030823,0.06292838603258133,0.0003268718719482422,-0.5412765741348267,0.31074807047843933,0.0024773580953478813,0.0,0.0,0.0
1,-0.5376881957054138,0.3054676353931427,0.06721846014261246,-0.003907546401023865,0.023569904267787933,-14.591317176818848,-0.053859125822782516,0.02358844131231308,-0.04846056178212166,-0.5406086444854736,0.31075319647789,0.002575195161625743,0.2602420747280121,-0.39186692237854004,-33.242279052734375
2,-0.5389694571495056,0.3058236539363861,0.06544595956802368,29.162635803222656,-48.619754791259766,273.0549011230469,-4.981363773345947,-4.736636638641357,0.020814351737499237,-0.5388894081115723,0.31481266021728516,0.002424516249448061,0.28941482305526733,-0.19735802710056305,-37.60234832763672
3,-0.5391520857810974,0.3059389591217041,0.06541351974010468,14.295072555541992,10.12801456451416,42.311058044433594,-1.9530657529830933,-1.5364834070205688,0.011849984526634216,-0.5375956296920776,0.313302218914032,0.0024554480332881212,0.018128402531147003,1.1979728937149048,-5.320333480834961
4,-0.5400357246398926,0.30604708194732666,0.06488272547721863,14.178317070007324,-34.45014572143555,175.0255126953125,-3.1585850715637207,-3.4804773330688477,-0.008800290524959564,-0.5449763536453247,0.3118573725223541,0.002560580149292946,0.010278157889842987,1.5642651319503784,-22.677160263061523
5,-0.5400828719139099,0.306385338306427,0.06473194062709808,8.635746955871582,7.329357624053955,26.157882690429688,-0.9682959914207458,-0.7944668531417847,-0.04275995492935181,-0.5402935743331909,0.3083365559577942,0.002417701995000243,0.019157804548740387,1.1611844301223755,-4.315464496612549
6,-0.5409321188926697,0.3066898584365845,0.06439360976219177,19.779375076293945,-33.87493896484375,206.02554321289062,-3.3021786212921143,-4.361881256103516,-0.1354542374610901,-0.5436143279075623,0.3098938465118408,0.002424058737233281,-0.02301155775785446,1.8844009637832642,-21.723684310913086
7,-0.5410410761833191,0.3068251609802246,0.06461482495069504,-0.21260783076286316,0.0004198402166366577,-14.124537467956543,0.007123664021492004,0.02128785103559494,0.04842480272054672,-0.5390099883079529,0.3113557994365692,0.002464860677719116,0.012545526027679443,1.0113838911056519,-0.000526130199432373
8,-0.542514979839325,0.30735450983047485,0.06322842091321945,22.561323165893555,-37.794559478759766,253.7381591796875,-6.776077747344971,-3.1073808670043945,-0.0213715061545372,-0.5463640689849854,0.3123929798603058,0.0025866408832371235,0.26707541942596436,-0.30652087926864624,-36.28959655761719
9,-0.5427452921867371,0.30769506096839905,0.06320059299468994,8.404139518737793,-16.153005599975586,63.759666442871094,-0.07970242947340012,-1.7439682483673096,-0.08971067517995834,-0.5412156581878662,0.3137851357460022,0.002431495813652873,-0.011276759207248688,1.4689617156982422,-5.2544355392456055
10,-0.5428117513656616,0.30788302421569824,0.0636204332113266,-0.038051024079322815,0.22708380222320557,-14.409016609191895,-0.026125743985176086,0.059347011148929596,-0.08921676874160767,-0.5400084853172302,0.31061384081840515,0.0024750398006290197,0.12339858710765839,0.40346693992614746,2.6580445766448975
11,-0.5432051420211792,0.30811935663223267,0.06284431368112564,22.533781051635742,-15.896989822387695,156.81692504882812,-3.2025835514068604,-3.171435594558716,-0.07330198585987091,-0.544897735118866,0.3098756968975067,0.0025994591414928436,0.18274985253810883,-2.0159988403320312,-18.584388732910156
12,-0.5432137250900269,0.3084937632083893,0.06286746263504028,1.4456137418746948,-12.7489652633667,22.18496322631836,1.4957696199417114,-0.8399605751037598,-0.10300638526678085,-0.5411128997802734,0.3062150180339813,0.0024737846106290817,0.0035702213644981384,1.0600125789642334,-1.682288646697998
13,-0.5434943437576294,0.3090377449989319,0.0627802237868309,-1.4540013074874878,12.492297172546387,17.456493377685547,0.2392810583114624,-0.21605655550956726,-0.06393243372440338,-0.5395408868789673,0.3089649975299835,0.0024583006743341684,0.19344206154346466,0.057840898633003235,-5.6305036544799805
14,-0.5438182353973389,0.3093877136707306,0.0627041608095169,8.061169624328613,-17.965234756469727,68.4857406616211,0.825384795665741,0.0341014638543129,-0.1266057938337326,-0.5423524975776672,0.31062155961990356,0.002436057897284627,-0.08631842583417892,2.6996054649353027,-9.890810012817383
15,-0.5443047285079956,0.3102227449417114,0.062567800283432,11.874311447143555,-16.728866577148438,98.9809341430664,-1.131670594215393,-1.7004624605178833,-0.016504116356372833,-0.5414251685142517,0.3124092221260071,0.002594446064904332,0.08596554398536682,0.9334893822669983,-11.651448249816895
16,-0.5445494055747986,0.3105846643447876,0.06257642060518265,0.5715885758399963,3.0342116355895996,-1.1521583795547485,-0.16360707581043243,0.016915492713451385,0.03322293609380722,-0.5467606782913208,0.31260260939598083,0.0025375967379659414,0.016599200665950775,1.0967475175857544,-3.5308308601379395
17,-0.5468481779098511,0.3109954595565796,0.06140457093715668,9.891768455505371,-15.257800102233887,216.44960021972656,-3.8059420585632324,-0.7700951099395752,-0.11583878099918365,-0.5402108430862427,0.3097870349884033,0.0024936289992183447,0.27187514305114746,-0.08923222124576569,-36.92164993286133
18,-0.547455906867981,0.3113294541835785,0.0610206201672554,-4.705565452575684,-3.3246583938598633,8.05505084991455,0.02752602845430374,0.15015822649002075,0.04602181166410446,-0.5394325852394104,0.3102802634239197,0.0025272779166698456,-0.019414372742176056,1.8411999940872192,-6.52039098739624
19,-0.5491594076156616,0.3115369379520416,0.06011093780398369,-14.054723739624023,-2.3921916484832764,27.153757095336914,-0.9447541236877441,2.218491315841675,0.09514418989419937,-0.5447124242782593,0.3117154836654663,0.002562938956543803,0.1577417254447937,1.511899709701538,-22.758119583129883
20,-0.5498793721199036,0.31159475445747375,0.05846467986702919,1.1050328016281128,1.635650873184204,-13.757067680358887,-0.004767000675201416,0.6458431482315063,0.09086217731237411,-0.5431621074676514,0.312150776386261,0.002592365024611354,0.06072147190570831,2.365156888961792,-16.287433624267578
21,-0.5496533513069153,0.311320036649704,0.054855186492204666,0.3663184940814972,2.355710983276367,-13.714363098144531,-0.05685676634311676,1.1824688911437988,0.10354813188314438,-0.5431711077690125,0.31002286076545715,0.0025986225809901953,0.2889461815357208,-0.19697292149066925,-37.61192321777344
0,-0.4605497121810913,0.32312098145484924,0.07024095207452774,-0.05525394156575203,0.09937901049852371,-0.08482180535793304,-0.06210145726799965,0.048731304705142975,-0.08032358437776566,-0.4657996594905853,0.3315684199333191,0.002562646521255374,0.0,0.0,0.0
1,-0.4604410231113434,0.32311344146728516,0.06716407090425491,-0.10507027059793472,0.09941742569208145,-14.401618003845215,-0.04356871172785759,-0.05635831132531166,0.04019472748041153,-0.46820929646492004,0.3289233148097992,0.0025661038234829903,0.2525300681591034,-0.40573692321777344,-32.586116790771484
2,-0.46127158403396606,0.3237619996070862,0.06493178755044937,28.40004539489746,-48.13631057739258,262.2373352050781,-4.027759552001953,-3.5636024475097656,-0.09656975418329239,-0.4576360285282135,0.3294564187526703,0.002412211149930954,0.28940656781196594,-0.19734551012516022,-37.60239028930664
3,-0.4615001082420349,0.32384103536605835,0.06494534760713577,18.987564086914062,12.174649238586426,51.32521057128906,-2.1602020263671875,-1.420775055885315,-0.01875714212656021,-0.46102482080459595,0.3333941400051117,0.0025343275628983974,0.023781873285770416,1.2429587841033936,-6.3303656578063965
4,-0.46243587136268616,0.32413822412490845,0.06425058096647263,9.711162567138672,-27.89690589904785,155.05026245117188,-1.4636200666427612,-1.8038551807403564,0.052471406757831573,-0.4629161059856415,0.3286277651786804,0.0025026784278452396,0.043351709842681885,1.2612475156784058,-25.944913864135742
